user_id,course_id,rating
26,19560,2
26,2004,2
27,28979,4
27,67,5
27,14439,5
27,7965,5
27,37929,4
27,16495,4
27,30354,4
27,1074,4
27,7666,4
27,24571,4
27,40370,5
27,384,5
27,1581,5
27,25017,5
27,37207,5
27,25168,5
27,29593,5
27,31128,4
27,32366,4
27,28728,5
27,8553,1
27,20667,2
27,37184,3
27,40709,1
27,22540,1
28,36939,5
28,17855,4
28,36757,5
28,20517,4
28,21249,5
28,21984,4
28,17439,5
28,449,4
28,39261,5
28,36168,5
28,24529,5
28,18769,5
28,17668,5
28,23183,4
28,1039,5
28,34930,4
28,19973,5
28,39532,4
28,26261,3
28,6045,3
28,31188,1
28,7215,3
28,16412,2
29,28530,4
29,12386,4
29,1234,4
29,36642,4
29,40371,4
29,2822,5
29,37208,5
29,36578,5
29,17131,5
29,28934,5
29,28982,4
29,23264,5
29,2310,4
29,8593,5
29,26216,5
29,1808,5
29,8422,5
29,26721,4
29,39087,3
29,6016,1
29,22682,1
29,35317,2
30,36130,4
30,35919,5
30,24301,4
30,21511,5
30,23196,4
30,31958,4
30,25377,4
30,26567,4
30,22905,5
30,27750,5
30,16617,4
30,20217,5
30,39287,5
30,23507,5
30,24195,5
30,5393,5
30,40418,2
30,3575,1
30,22681,3
30,4471,2
31,36484,4
31,18684,4
31,22713,5
31,16618,5
31,35511,4
31,18501,4
31,23060,4
31,22184,4
31,24144,4
31,18208,5
31,36033,4
31,16951,4
31,22178,5
31,34559,4
31,23719,5
31,22608,4
31,18159,4
31,681,4
31,17270,4
31,24799,5
31,34,4
31,23422,5
31,1391,5
31,23429,4
31,22147,5
31,30461,2
31,15545,3
31,36172,2
31,15886,2
32,32687,4
32,11260,4
32,27297,5
32,11818,4
32,29735,4
32,35246,5
32,37149,5
32,31080,4
32,11319,5
32,14525,4
32,19440,4
32,13515,5
32,39906,5
32,6987,4
32,40707,5
32,26550,4
32,737,5
32,1661,5
32,33431,4
32,40746,5
32,29448,4
32,37692,5
32,2940,2
32,24294,2
32,8439,2
33,18274,4
33,34723,4
33,25650,4
33,50,5
33,6296,5
33,254,4
33,23476,5
33,21551,4
33,18781,5
33,20858,4
33,16983,4
33,24830,5
33,22599,4
33,25406,4
33,17511,5
33,793,5
33,22642,4
33,20312,5
33,34258,5
33,1112,5
33,16957,4
33,36504,5
33,25557,1
33,16783,2
34,25109,5
34,14451,5
34,22544,4
34,21445,4
34,22103,5
34,22853,5
34,20832,4
34,17563,5
34,21145,5
34,16466,4
34,657,5
34,23793,5
34,16757,5
34,23692,5
34,16643,5
34,1134,5
34,1042,4
34,23807,5
34,18633,5
34,24935,5
34,6143,2
34,32379,2
34,5897,2
34,32786,1
35,25190,5
35,25665,5
35,25326,4
35,21590,4
35,19624,5
35,24889,5
35,35825,5
35,25421,5
35,672,4
35,35865,4
35,23589,5
35,24249,5
35,1031,5
35,1769,5
35,18153,4
35,36906,4
35,19263,4
35,449,4
35,18519,5
35,24101,5
35,525,4
35,17739,5
35,1286,5
35,22535,5
35,37535,4
35,35867,1
35,13898,3
35,8781,2
35,9645,3
36,31663,4
36,19915,4
36,36079,5
36,471,4
36,24258,5
36,24099,5
36,18603,5
36,18812,4
36,5798,4
36,36180,4
36,35661,5
36,27429,5
36,14948,5
36,36341,5
36,20205,5
36,23372,4
36,17033,4
36,1085,5
36,16532,4
36,36213,5
36,37074,2
36,25025,2
36,9127,3
36,39347,1
36,41759,1
37,7632,5
37,7531,4
37,13361,5
37,24967,4
37,19848,4
37,9854,4
37,14198,4
37,25305,5
37,25147,4
37,8048,4
37,23956,4
37,11985,4
37,22757,5
37,4206,4
37,10799,5
37,8796,4
37,18204,5
37,25522,5
37,16292,5
37,18323,1
37,30267,2
37,22598,3
37,33380,3
37,5321,3
38,22325,4
38,25084,4
38,12661,4
38,25052,5
38,14898,5
38,25442,5
38,16549,4
38,17729,4
38,24125,5
38,36481,5
38,17154,4
38,20353,4
38,21374,5
38,21590,5
38,36136,5
38,19290,5
38,23465,5
38,31,4
38,18918,4
38,36316,5
38,16181,1
38,14467,2
38,41337,3
38,25643,3
38,3438,2
39,20444,5
39,11401,5
39,295,5
39,17574,4
39,19301,4
39,17576,4
39,4665,5
39,19166,5
39,5189,5
39,29546,5
39,27462,4
39,15648,4
39,17408,5
39,26209,4
39,740,4
39,6986,4
39,26068,3
39,35620,2
39,38785,2
40,464,5
40,26950,5
40,33823,4
40,40020,5
40,13164,5
40,32890,4
40,23909,4
40,29705,5
40,29775,4
40,30544,5
40,29247,4
40,38273,4
40,31742,4
40,13214,4
40,28914,4
40,14676,4
40,26337,5
40,21774,5
40,37539,5
40,25196,4
40,14984,2
40,31278,2
40,38696,2
40,36014,3
40,5181,3
41,21033,5
41,16809,5
41,21331,5
41,17103,5
41,24296,5
41,25441,5
41,24420,4
41,23454,5
41,24765,5
41,856,5
41,22672,4
41,19988,5
41,23912,4
41,36766,5
41,3755,4
41,21550,5
41,12217,5
41,25470,5
41,12175,5
41,9622,4
41,25042,4
41,24600,5
41,9245,2
41,7381,1
41,41456,2
41,16041,2
42,30419,5
42,19270,4
42,16532,4
42,18195,5
42,49,5
42,22634,4
42,19166,5
42,16348,4
42,19408,4
42,19488,5
42,20922,4
42,24794,5
42,28019,5
42,24739,5
42,1058,5
42,16148,4
42,23776,5
42,22343,5
42,21880,4
42,575,4
42,19977,5
42,34685,1
42,18694,2
42,13042,2
43,8083,5
43,18811,5
43,39158,5
43,34855,4
43,13582,5
43,4469,5
43,16079,4
43,4854,4
43,8399,4
43,6726,5
43,40866,5
43,13383,4
43,10746,5
43,1661,5
43,11164,4
43,15417,5
43,10255,5
43,39399,4
43,9735,3
43,33147,2
43,11183,3
44,10378,4
44,37333,4
44,13596,4
44,3434,4
44,15082,5
44,25789,5
44,10746,4
44,26498,4
44,4401,5
44,10197,4
44,39133,5
44,40715,4
44,12421,5
44,1377,4
44,37102,5
44,32123,5
44,37165,4
44,6419,5
44,29217,5
44,1287,4
44,37896,5
44,2632,5
44,17500,1
44,6420,3
45,1577,4
45,10784,5
45,15707,4
45,31562,4
45,2576,5
45,21738,4
45,24504,4
45,19403,4
45,18393,4
45,24695,5
45,23638,5
45,23841,5
45,25434,5
45,23765,4
45,23693,4
45,16594,5
45,10356,1
45,18415,3
45,12549,1
45,7565,2
46,34693,4
46,16325,5
46,20726,5
46,35119,4
46,17003,5
46,35802,4
46,16785,4
46,18832,5
46,20409,5
46,25459,5
46,24819,4
46,24622,4
46,17303,5
46,21048,5
46,23250,4
46,572,5
46,39252,2
46,24936,3
46,31829,2
46,31292,3
46,10572,2
47,16845,4
47,23951,5
47,135,5
47,22720,4
47,22808,4
47,39782,4
47,25662,4
47,16568,5
47,22139,4
47,19013,5
47,19308,5
47,18202,4
47,20944,4
47,3637,4
47,23639,4
47,21749,5
47,10731,4
47,28283,4
47,17848,5
47,38432,3
47,22606,3
47,19480,2
48,36725,4
48,36189,5
48,35214,4
48,19834,5
48,35357,5
48,18196,5
48,24438,5
48,23107,5
48,17496,5
48,34177,4
48,17221,5
48,25276,4
48,21860,4
48,2735,5
48,84,4
48,34206,4
48,16005,4
48,22077,4
48,24165,4
48,19008,4
48,9280,2
48,15471,3
48,4691,2
48,10175,1
48,712,3
49,76,5
49,37243,4
49,37635,4
49,30744,4
49,137,4
49,198,4
49,37192,4
49,34275,5
49,27133,5
49,37297,5
49,27378,5
49,202,4
49,35159,5
49,23281,5
49,18524,5
49,16459,1
49,21656,1
49,6442,3
50,9254,5
50,17174,4
50,14898,4
50,113,5
50,39282,4
50,34329,4
50,19404,4
50,10196,5
50,7713,4
50,15219,5
50,3815,4
50,12433,4
50,20512,5
50,11188,5
50,16143,5
50,35784,4
50,35176,4
50,38718,5
50,12454,4
50,9226,4
50,1185,5
50,16475,4
50,18738,4
50,28343,3
50,23585,3
50,2174,2
50,19940,2
51,8409,4
51,34793,4
51,20858,5
51,34421,5
51,15277,5
51,4428,5
51,24318,4
51,12309,4
51,10706,4
51,35730,4
51,4076,5
51,4325,5
51,11401,5
51,7220,4
51,35706,4
51,25432,4
51,36534,5
51,15671,4
51,13159,5
51,14633,5
51,5379,4
51,29466,2
51,27756,2
51,6224,3
51,39636,2
52,20802,4
52,36334,5
52,18108,4
52,16261,4
52,18592,5
52,24624,4
52,20937,5
52,24253,5
52,21441,5
52,34806,5
52,16512,5
52,22777,5
52,20410,5
52,20305,4
52,35361,5
52,23371,5
52,36755,4
52,19961,5
52,22500,5
52,28658,3
52,22849,2
52,20511,2
53,19847,5
53,22736,5
53,34934,5
53,34512,4
53,897,5
53,24075,4
53,35145,4
53,22938,4
53,7868,5
53,18305,4
53,21715,4
53,29567,5
53,24731,5
53,16233,5
53,36140,4
53,36470,4
53,29587,4
53,22304,5
53,20395,4
53,18697,4
53,23455,5
53,27199,2
53,31939,2
53,40681,1
53,34499,3
54,13932,4
54,17211,4
54,18465,4
54,35458,5
54,26463,5
54,34835,5
54,34207,4
54,21213,5
54,35437,4
54,35050,4
54,16442,5
54,24101,5
54,34163,4
54,27429,4
54,1286,5
54,25357,5
54,714,5
54,17158,4
54,310,4
54,16871,4
54,19488,5
54,41803,2
54,7397,2
55,20508,4
55,653,4
55,24188,5
55,20084,4
55,20923,4
55,23341,5
55,16198,4
55,22399,4
55,17810,5
55,22691,4
55,17898,5
55,22128,5
55,20509,4
55,16926,5
55,17048,5
55,19395,4
55,22846,5
55,22943,4
55,24241,4
55,25074,5
55,12055,5
55,22777,4
55,22689,2
55,32407,1
55,3686,3
56,17822,5
56,143,4
56,21969,5
56,36551,5
56,23949,4
56,23407,4
56,36202,5
56,24132,5
56,24549,4
56,24874,5
56,35677,4
56,18594,5
56,16615,4
56,17960,4
56,7122,5
56,19789,4
56,21307,5
56,7895,5
56,20924,5
56,19875,4
56,15147,5
56,15888,2
56,14086,3
57,37260,5
57,24041,4
57,37832,4
57,24051,5
57,37677,4
57,17412,5
57,28141,4
57,1718,4
57,27261,4
57,354,4
57,28820,5
57,27378,4
57,22223,5
57,1109,5
57,32308,4
57,533,5
57,482,5
57,35732,2
57,6144,2
57,7357,3
57,31973,3
57,41023,2
58,21557,5
58,17176,5
58,6248,4
58,24973,4
58,19070,4
58,39261,5
58,20419,4
58,37575,4
58,23259,4
58,356,5
58,7268,5
58,649,4
58,16365,5
58,25579,4
58,32220,4
58,11166,5
58,21348,2
58,7415,1
58,27955,2
59,730,5
59,30165,4
59,40234,4
59,27821,5
59,26164,4
59,31520,5
59,35272,4
59,1561,5
59,1662,4
59,12,4
59,24805,5
59,33275,4
59,1286,4
59,5940,4
59,38909,5
59,25988,5
59,36989,5
59,27512,1
59,10016,1
59,10685,2
60,25685,4
60,21805,5
60,23120,4
60,35364,4
60,19651,5
60,20858,5
60,24751,4
60,23487,4
60,20707,5
60,19184,5
60,22544,4
60,17363,4
60,24736,5
60,36315,4
60,1491,4
60,19508,5
60,36317,5
60,3711,4
60,39346,3
60,29153,1
60,25465,1
60,37893,1
60,11606,1
61,17940,4
61,18099,5
61,20447,4
61,7983,5
61,23106,4
61,25232,4
61,20337,4
61,18442,5
61,18655,5
61,24955,4
61,18186,5
61,18980,5
61,23383,4
61,21125,4
61,21154,4
61,31318,3
61,7827,1
62,19300,5
62,17902,5
62,936,5
62,18447,4
62,906,5
62,18949,4
62,39161,5
62,23005,4
62,504,5
62,234,4
62,21162,4
62,19081,4
62,23587,4
62,18139,4
62,21328,4
62,17862,4
62,2054,4
62,22754,5
62,24954,5
62,21418,5
62,514,4
62,13800,4
62,21246,4
62,35269,5
62,16468,4
62,16501,1
62,28311,2
62,21619,1
62,18105,1
63,12427,4
63,23745,4
63,16365,4
63,25376,4
63,21094,5
63,21636,4
63,21945,4
63,16693,5
63,17417,4
63,25187,5
63,463,4
63,22952,5
63,19299,5
63,21291,4
63,17902,4
63,21516,4
63,31340,5
63,20724,5
63,20211,4
63,25343,4
63,22946,5
63,19297,4
63,36340,4
63,37005,3
63,29905,1
63,27232,1
64,22139,4
64,15853,4
64,4113,4
64,17192,4
64,16608,4
64,3761,4
64,39253,4
64,18800,4
64,25710,5
64,6386,5
64,10301,5
64,12224,5
64,11166,4
64,22871,5
64,13043,4
64,24780,5
64,21712,5
64,15798,5
64,19685,5
64,22472,4
64,20377,4
64,13496,4
64,13227,5
64,39481,4
64,11540,4
64,10910,3
64,6662,1
64,18591,2
64,26955,2
65,22555,5
65,23686,5
65,39681,4
65,39172,5
65,19191,4
65,11530,4
65,23936,4
65,13388,4
65,16692,5
65,16348,4
65,835,4
65,463,5
65,18631,4
65,16512,4
65,18075,5
65,11248,3
65,39893,3
66,25096,4
66,619,4
66,21844,4
66,8453,5
66,923,5
66,18485,5
66,18648,5
66,26590,5
66,196,5
66,18305,5
66,17053,5
66,19374,4
66,37377,4
66,24457,5
66,35121,4
66,23440,4
66,34421,5
66,18646,4
66,23172,5
66,39,5
66,24756,4
66,7290,2
66,17361,1
66,16787,2
67,8010,5
67,8102,4
67,10290,5
67,21652,4
67,13227,4
67,36483,4
67,35192,4
67,14542,4
67,21612,4
67,2557,5
67,35399,4
67,35315,5
67,14386,4
67,19394,4
67,19080,5
67,6805,4
67,19077,5
67,8533,4
67,55,4
67,17210,4
67,8159,1
67,37300,2
67,26250,3
68,1058,5
68,7178,4
68,11583,4
68,13043,5
68,20681,4
68,22900,4
68,1747,5
68,14281,4
68,27474,5
68,40646,4
68,17110,4
68,39391,5
68,35214,5
68,14370,4
68,18094,4
68,1146,5
68,887,5
68,10958,4
68,14460,5
68,1039,4
68,5521,1
68,27277,1
68,19889,1
69,34240,4
69,6991,4
69,9882,5
69,5616,4
69,4398,5
69,11786,4
69,5513,4
69,20996,4
69,9387,5
69,12929,5
69,15466,4
69,33133,5
69,35679,4
69,34189,5
69,8400,4
69,18621,4
69,1426,4
69,2559,5
69,520,4
69,3432,4
69,36804,5
69,20505,1
69,21600,3
69,17453,3
69,7054,2
70,22020,5
70,15638,5
70,25133,5
70,35295,4
70,20931,5
70,16420,4
70,355,5
70,21222,5
70,19798,5
70,24973,4
70,9192,5
70,34949,4
70,17176,5
70,25774,5
70,16741,5
70,15625,2
70,19090,1
70,40930,1
70,4753,2
71,8010,4
71,1891,4
71,13759,4
71,39940,5
71,14719,4
71,40957,5
71,35013,4
71,8293,4
71,37062,5
71,10674,5
71,2428,4
71,14081,4
71,35241,5
71,39414,5
71,39691,5
71,4787,5
71,3883,5
71,15901,4
71,5891,5
71,5702,4
71,7352,5
71,10813,1
71,39096,1
71,40672,1
72,20723,4
72,22048,5
72,18814,5
72,21461,5
72,23771,5
72,28243,5
72,39958,4
72,23455,4
72,17498,4
72,14226,5
72,19167,5
72,21925,5
72,3622,5
72,39891,5
72,21907,4
72,24752,4
72,21763,5
72,20454,4
72,18224,5
72,34477,5
72,23495,5
72,18881,4
72,21286,4
72,20974,3
72,34278,2
73,34820,5
73,5932,5
73,6687,4
73,6986,5
73,1043,4
73,8786,5
73,35082,4
73,17085,5
73,36649,4
73,12707,4
73,6931,4
73,9695,4
73,13020,4
73,21686,4
73,39462,5
73,14107,5
73,4005,4
73,34893,4
73,8516,5
73,13244,4
73,39257,4
73,15781,4
73,6130,4
73,33133,5
73,19789,3
73,29581,2
73,26471,2
73,24635,3
74,24236,4
74,35616,5
74,17533,5
74,504,4
74,84,4
74,23638,5
74,34706,5
74,35999,5
74,36742,5
74,21615,5
74,21976,5
74,17669,4
74,35330,4
74,13800,5
74,22773,4
74,21485,5
74,22521,5
74,21511,5
74,21190,4
74,19576,4
74,18684,5
74,234,4
74,20827,5
74,17209,2
74,37856,1
74,12193,2
75,18594,5
75,16539,5
75,17410,5
75,438,4
75,22069,4
75,11530,4
75,19544,4
75,20710,5
75,19719,5
75,17661,5
75,23198,4
75,22029,5
75,21943,4
75,22936,4
75,18514,5
75,19749,5
75,24022,4
75,20332,5
75,20781,4
75,32476,2
75,19006,2
76,21446,5
76,20986,4
76,21360,4
76,4530,4
76,6361,4
76,17665,4
76,39234,5
76,18163,5
76,39170,4
76,17797,4
76,39169,5
76,25726,5
76,40866,4
76,15408,4
76,1185,4
76,2858,5
76,13518,5
76,8903,5
76,20265,5
76,14989,5
76,25364,4
76,2076,5
76,27186,2
76,13921,2
76,12161,2
76,30090,2
76,1340,1
77,10700,4
77,4731,4
77,32936,4
77,30609,4
77,37575,5
77,4113,5
77,5935,5
77,40380,4
77,30248,5
77,150,5
77,37177,4
77,27492,4
77,29702,4
77,4954,5
77,28983,5
77,4859,4
77,31105,5
77,33003,1
77,8897,2
77,40626,1
78,1605,4
78,24386,4
78,1633,5
78,36743,4
78,16732,4
78,22502,4
78,1681,4
78,18899,5
78,28883,4
78,20091,5
78,17466,5
78,913,5
78,35627,5
78,23054,4
78,21860,4
78,1869,4
78,27178,4
78,21481,5
78,18253,5
78,16182,5
78,88,5
78,930,4
78,3691,2
78,1209,2
79,225,4
79,19536,5
79,23251,5
79,19956,4
79,23482,4
79,20508,5
79,25410,5
79,25391,4
79,34999,5
79,430,5
79,24225,4
79,35660,4
79,34263,5
79,22734,5
79,20476,4
79,21286,4
79,17850,5
79,22393,4
79,20039,5
79,34190,4
79,35781,5
79,34617,5
79,10020,3
79,38683,3
79,3808,2
79,891,1
79,10565,3
80,3528,4
80,17522,4
80,20466,5
80,25345,5
80,21399,4
80,23456,4
80,17559,4
80,18208,5
80,31025,4
80,18820,5
80,19428,5
80,19063,5
80,21812,4
80,19153,4
80,19307,5
80,20265,5
80,19136,5
80,16246,5
80,20729,5
80,20245,4
80,14877,2
80,166,2
81,37011,5
81,34061,4
81,28884,5
81,1322,4
81,224,4
81,6698,5
81,32837,5
81,2777,4
81,29754,5
81,1332,4
81,26018,4
81,38312,5
81,12540,5
81,11092,4
81,1631,4
81,29321,4
81,15677,4
81,31557,5
81,11742,5
81,30862,2
81,17896,3
81,19593,2
81,28989,2
81,24225,3
82,12415,4
82,12996,4
82,9578,4
82,8967,4
82,9254,5
82,12205,4
82,14177,5
82,6455,5
82,8145,4
82,16230,4
82,13360,5
82,5755,4
82,14396,4
82,40932,5
82,25072,5
82,36517,4
82,12078,4
82,37062,5
82,2043,4
82,35464,5
82,5379,4
82,2428,5
82,15302,5
82,22254,2
82,38144,3
82,3868,2
82,915,2
82,18201,2
83,26964,4
83,31232,5
83,9159,5
83,666,4
83,10905,4
83,8470,4
83,33701,5
83,1596,4
83,28961,5
83,158,5
83,30395,5
83,26618,4
83,37196,5
83,26246,4
83,1811,4
83,6159,4
83,37758,4
83,26033,5
83,7188,2
83,24668,2
83,16092,2
83,15543,2
83,23490,3
84,5746,5
84,14198,5
84,39377,4
84,10421,5
84,10578,4
84,2945,5
84,13311,4
84,15326,4
84,5702,4
84,15522,4
84,11013,4
84,11921,4
84,2393,4
84,34992,5
84,15040,4
84,37191,2
84,30330,1
84,5220,3
85,1490,5
85,1146,5
85,793,4
85,13972,5
85,26612,4
85,37767,4
85,1095,4
85,38123,4
85,26020,4
85,26782,5
85,30607,4
85,29926,5
85,32260,5
85,40324,4
85,30496,5
85,28680,2
85,30001,2
85,3003,3
85,36182,2
85,11681,2
86,23612,4
86,889,4
86,34361,4
86,34436,4
86,18501,5
86,17998,4
86,5136,5
86,379,4
86,35082,5
86,36130,4
86,24197,4
86,1096,5
86,26567,5
86,16955,5
86,22077,4
86,20098,4
86,22938,4
86,20130,5
86,24571,4
86,92,4
86,18514,5
86,18873,5
86,19506,5
86,20372,5
86,21037,5
86,38285,2
86,38371,3
86,24831,2
87,21863,5
87,23708,4
87,24337,4
87,36465,4
87,18055,4
87,30838,5
87,35280,4
87,34509,4
87,25198,5
87,36441,5
87,25608,4
87,35738,5
87,16853,5
